CID,z,RA,DEC,Delta_clean,Delta_hat_corr,Delta_post
1339149,0.4688,35.555,-5.8717,-0.15417489997456596,0.0803211881278178,-0.23449608810238376
04D4ju,0.47039,334.261,-17.3328,0.29282356929479253,0.10169132036482553,0.191132248929967
05D3mx,0.47057,215.538,52.2192,0.11242104804830408,0.1400272136421754,-0.02760616559387133
370367,0.4717,149.222,1.9779,-0.11899200359079465,-0.38389034864313965,0.264898345052345
1316437,0.47196,42.5626,-0.745,0.09317152387965931,0.1857053452509445,-0.0925338213712852
05D2bv,0.47572,150.571,2.2406,-0.07014593048412407,-0.026373746674502735,-0.043772183809621334
370329,0.47793,151.309,1.7007,0.1681442348176425,0.050118706351178044,0.11802552846646447
310146,0.47943,52.4866,-28.7419,-0.19952529697480048,0.03165489845466607,-0.23118019542946655
1306537,0.47948,55.041,-27.5592,-0.06779507454870584,0.013622776576721174,-0.08141785112542702
560054,0.4798,353.296,-0.3364,-0.19144138252749543,-0.07890291823764178,-0.11253846428985365
05D3dd,0.48056,215.627,52.6068,-0.0010065311272594631,0.1256367864794503,-0.12664331760670977
05D2ac,0.48071,149.747,2.4895,-0.10444307489354614,-0.06602748889504614,-0.03841558599849999
120044,0.48171,148.792,1.7302,0.21367661370227575,0.010742082648669632,0.20293453105360612
05D1ix,0.48881,36.0832,-4.67,-0.016168053708634146,0.12502286716855493,-0.14119092087718907
1292145,0.49246,53.6305,-29.6489,0.21075020510220352,-0.030563222053887507,0.24131342715609103
1343208,0.49501,52.8465,-28.5442,-0.0011785981981501043,-0.0494277882883023,0.048249190090152196
1305504,0.4956,36.0584,-5.1646,0.053828211834066164,0.03772742801349138,0.016100783820574782
03D1ax,0.49572,36.0972,-4.7207,-0.0016164797594949432,-0.07181858059215868,0.07020210083266373
05D4af,0.49737,334.138,-18.0049,0.014074650871066009,-0.0038979426890994318,0.01797259356016544
06D2bk,0.50073,149.679,2.172,0.11600960374893556,-0.0032380978908210234,0.11924770163975658
350374,0.5009,131.336,44.239,0.023505060528445032,0.3314986414340182,-0.30799358090557316
1337272,0.50276,34.1284,-5.6806,0.05961664766091839,0.20723379045252496,-0.14761714279160656
030006,0.50276,162.525,58.7774,-0.10686278139987963,0.21377758206916192,-0.32064036346904157
510457,0.503,186.389,48.1369,0.006318171002416058,0.13336779875823357,-0.12704962775581752
03D1au,0.50309,36.0432,-4.0375,-0.05261450836198707,-0.0006156411811840123,-0.05199886718080306
1335472,0.50598,9.5553,-44.0495,-0.0745948890292458,-0.09665923231367102,0.02206434328442522
1343759,0.50617,51.979,-28.5644,-0.09002575506191253,-0.07715876516726489,-0.012866989894647643
310091,0.50716,353.126,-0.1047,0.07018295461764851,0.16822354101254602,-0.09804058639489752
05D4av,0.50737,333.544,-17.9119,0.09567487413915331,0.05734817336525888,0.038326700773894426
090201,0.50817,353.328,-0.9507,-0.16327421122835847,0.13423410717231646,-0.29750831840067493
180313,0.51006,244.319,55.3794,-0.10486066956866959,0.10064300197308387,-0.20550367154175347
110484,0.51087,129.186,44.5547,-0.07387550110950802,0.31468960671294116,-0.3885651078224492
05D2dy,0.51175,150.242,2.1831,0.09741320669582312,0.13815022869750893,-0.0407370220016858
04D1pg,0.5138,36.7673,-4.1753,0.05475200489779009,0.0944202092520145,-0.039668204354224405
04D4in,0.51435,333.786,-17.261,-0.05794554248246578,-0.04105635089788273,-0.016889191584583046
04D2mj,0.51475,150.152,2.5771,0.10678247675406684,-0.029354801475132364,0.1361372782291992
1338430,0.51718,40.6393,-1.2547,-0.15674760860841308,0.1066041279075722,-0.2633517365159853
1334470,0.51876,35.0537,-4.9472,-0.061583961183745844,0.1485081929589394,-0.21009215414268526
310260,0.51879,36.1689,-5.1043,-0.0406289907967419,0.25480587312362823,-0.2954348639203701
450175,0.51943,53.2864,-28.0844,0.031479742386753586,0.1787505628709894,-0.14727082048423581
06D3el,0.5196,214.255,52.2324,-0.00436009424873611,0.11171773602450445,-0.11607783027324056
04D2gc,0.52277,150.414,1.8831,0.07168290007313818,-0.0019408193477460367,0.07362371942088422
1295921,0.52393,42.6149,-0.8718,-0.07801222335669639,0.20512909914705257,-0.28314132250374896
1322229,0.52613,35.9264,-4.0189,-0.12711419548405942,0.00266900100842149,-0.1297831964924809
050005,0.52851,211.812,53.9976,-0.23759812509456038,-0.07745130751957904,-0.16014681757498134
1322979,0.52939,52.0693,-28.0637,0.0057690488054092486,0.025118287473493872,-0.019349238668084624
330106,0.53091,130.009,43.7419,-0.3834379195424352,0.2221579686820775,-0.6055958882245127
160066,0.53105,186.588,46.5959,0.11417491628880228,-0.23273667301980358,0.3469115893086059
1338471,0.53117,41.2916,-1.5649,0.29636925023153304,0.3034622013281376,-0.007092951096604572
1337703,0.53226,54.8836,-26.7243,-0.2637635013941623,0.022057198770068176,-0.2858207001642305
06D2ca,0.53277,149.79,2.3025,-0.07857181008188768,-0.03291175103944555,-0.045660059042442136
06D2cc,0.53377,149.862,2.4514,-0.05981679933895194,0.0459329532104481,-0.10574975254940004
05D4ek,0.53433,334.115,-17.7363,-0.1277734398221519,-0.0077903725909101995,-0.11998306723124169
05D4be,0.53532,334.222,-17.2361,-0.05321092517481711,0.025261089224172834,-0.07847201439898994
05D2eb,0.53578,150.061,2.4074,-0.13523420849401951,-0.019860406667772307,-0.11537380182624721
1289656,0.53944,54.3017,-27.3554,0.020132428173298446,0.11902477380029197,-0.09889234562699353
110426,0.54089,130.013,44.8943,-0.028238066040043672,0.17844630463171274,-0.2066843706717564
1324542,0.54154,53.8952,-29.048,0.178995494270387,-0.003727705398469644,0.18272319966885664
520041,0.5454,184.138,45.962,0.18791433626375798,0.0655230605811625,0.12239127568259547
04D4bq,0.54832,333.706,-17.8276,-0.3220383338844158,0.20618419277804145,-0.5282225266624572
1306980,0.54886,7.0361,-43.2916,-0.10765278340120023,0.27865750248464016,-0.3863102858858404
050201,0.55011,241.703,54.9809,-0.05924710083569107,0.1516513857077974,-0.21089848654348847
06D4bo,0.55031,333.867,-17.4092,-0.02790196671682628,-0.027571331518821074,-0.00033063519800520524
1339450,0.55048,53.621,-29.169,0.1326943217487211,0.2197658427623807,-0.08707152101365961
04D3hn,0.5526,215.529,52.2286,-0.11508445320270957,0.12550142066107878,-0.24058587386378835
06D2ck,0.5538,150.367,1.8636,0.11310780457749574,-0.02651260838669539,0.13962041296419114
1337117,0.55389,10.1815,-43.6449,-0.33441185514768024,-0.12212490925603098,-0.21228694589164926
05D1ee,0.55775,36.1948,-4.0005,0.08514260085412595,0.013195661259667979,0.07194693959445797
05D1kl,0.55875,36.1397,-4.319,0.3521452645755046,0.14557975362443865,0.20656551095106596
04D1hx,0.55875,36.1771,-4.7903,-0.07036256361451698,0.12715419591245164,-0.19751675952696862
1289555,0.56174,40.7331,-1.3929,-0.1557416153771951,0.12120630583843542,-0.2769479212156305
1303952,0.56263,35.8718,-6.9219,0.11018400809600871,0.0272472617023959,0.08293674639361281
05D1cc,0.56276,36.6299,-4.1648,0.0294205760837368,0.03413204952908605,-0.004711473445349251
1285317,0.56441,9.4725,-43.3145,-0.04579022811504532,-0.053897517148769974,0.008107289033724652
1330903,0.5643,41.1163,-0.645,0.0646288239078077,0.0868110252147547,-0.022182201306946994
1338278,0.56431,34.43,-4.976,-0.0924451064866158,-0.016044650016386136,-0.07640045647022967
05D1dn,0.56475,36.111,-4.9916,0.005323936526875406,-0.02440133887051743,0.029725275397392836
1317454,0.56883,8.0244,-42.6662,-0.16364056692728102,0.12173841232386418,-0.2853789792511452
1306785,0.57535,33.7937,-4.5222,-0.22195548305092538,0.3644607821862602,-0.5864162652371856
05D2dt,0.57583,150.35,1.8577,0.12793000958411627,-0.026818793578677835,0.1547488031627941
050203,0.57609,242.793,55.1223,-0.060027688592013795,-0.00685525263310127,-0.05317243595891252
06D3et,0.57661,215.52,52.3384,0.0029793597357407886,0.028770120229242094,-0.025790760493501305
1337228,0.57741,7.5248,-43.0341,0.1916976554454613,-0.0053547380679738465,0.19705239351343515
03D4gf,0.57829,333.596,-17.734,-0.09233578232491957,0.14727337105334226,-0.23960915337826183
110721,0.57823,130.216,44.1143,-0.052100288281448845,0.14194877361924524,-0.1940490619006941
05D1dx,0.57875,36.9458,-4.0325,-0.09450148411003725,0.16188837046518922,-0.25638985457522645
1332059,0.57884,40.8651,-1.2774,-0.0036449798988297186,0.14712447806193502,-0.15076945796076474
05D3jq,0.57959,215.439,53.0299,-0.1627268592438113,0.019245001858682165,-0.18197186110249347
05D3gp,0.5806,215.676,52.7247,0.09162025995499132,0.29323108236952905,-0.20161082241453773
03D1aw,0.58073,36.0616,-4.5172,0.1643047906854191,0.1143795671038551,0.04992522358156398
04D1jg,0.58294,36.5523,-4.1348,0.0038979178484721683,-0.01947681604319973,0.023374733891671898
05D4ej,0.58328,333.969,-18.1957,0.28494507449883344,-0.033038817948576826,0.31798389244741027
04D1kj,0.58375,36.9694,-4.1803,-0.050472767557070336,0.027692855005646277,-0.07816562256271661
04D1sa,0.58375,36.984,-4.1761,0.15511582993036185,0.010438093739186971,0.14467773619117488
1338387,0.58382,40.4513,-0.3686,-0.17108346867916063,0.013834471491744937,-0.18491794017090557
05D1hm,0.58575,36.9426,-4.7173,0.19044794192446657,0.111417006080612,0.07903093584385457
05D4bf,0.58728,334.11,-18.2321,0.10759629004519933,-0.02890582519035395,0.13650211523555328
04D1oh,0.58873,36.2598,-4.2362,-0.03194066905815576,0.1941464795792558,-0.22608714863741156
03D4gg,0.59028,334.168,-18.1645,-0.053680611127743416,0.0005313103022548393,-0.054211921429998255
04D2mh,0.59184,149.941,2.141,-0.15629882343224538,0.05389783366359968,-0.21019665709584506
05D3lr,0.6006,215.551,53.1843,0.06550757683064551,0.31747368221437244,-0.25196610538372693
1338233,0.60149,35.1227,-5.5293,0.22607269380149064,0.21283081078407623,0.013241883017414413
05D4ef,0.60327,333.497,-18.2123,0.23162876297135732,-0.03851524826191538,0.2701440112332727
1335564,0.6062,35.1281,-6.4465,-0.004262683834143514,0.046005261999995384,-0.0502679458341389
03D4dy,0.60826,333.711,-17.9565,-0.09408869924700908,0.1691084796339144,-0.2631971788809235
1302141,0.6088,7.8305,-42.5014,-0.1738662446040689,0.08450051209641674,-0.25836675670048564
1332413,0.60873,36.2749,-5.853,-0.07606697784460445,0.02413495450051617,-0.10020193234512062
05D2he,0.60987,150.361,2.3177,0.0945135207085186,0.05333166857474342,0.041181852133775176
04D3do,0.61064,214.442,52.2676,0.07102731043541269,0.21861365033867952,-0.14758633990326683
04D4an,0.61125,333.988,-17.6955,0.31943492252424244,0.016511819821327267,0.30292310270291517
1295305,0.61171,36.2434,-4.2509,0.0709107265751187,0.10658193701092328,-0.03567121043580458
05D1ck,0.61571,36.1035,-4.7128,0.114830725649546,0.15621053108713895,-0.041379805437592954
1308957,0.61869,35.1339,-6.624,0.051417224264886346,0.26432586657773194,-0.2129086423128456
1335868,0.61942,55.0891,-26.5127,-0.03377356606730106,-0.11039847809388476,0.0766249120265837
000202,0.61988,150.539,1.8992,0.034071425189467194,-0.22122356195967996,0.25529498714914717
04D3co,0.62063,214.458,52.9636,0.07965593061884788,0.32553215600282837,-0.2458762253839805
04D2an,0.62188,150.218,2.0412,-0.05927528442990697,0.20074580215695548,-0.26002108658686246
03D4dh,0.62523,334.379,-17.6297,-0.08499857233539991,-0.07399457933464462,-0.011003993000755288
04D4fx,0.62723,334.159,-18.0664,-0.1355249910726834,-0.030267494582057852,-0.10525749649062555
05D1cb,0.63071,36.7377,-4.1176,-0.008301582168043931,0.023844861428544695,-0.03214644359658862
05D2ci,0.63189,150.008,2.2159,-0.31105099908142614,0.14269851406892636,-0.4537495131503525
03D4at,0.63223,333.6,-17.7767,0.13015327751494837,0.08170695363250743,0.04844632388244094
1330642,0.63392,37.0406,-4.0471,-0.1825123576685489,-0.18424359914597893,0.0017312414774300344
04D1pu,0.63771,36.8686,-4.7449,-0.07748250230045013,0.3716970641516048,-0.4491795664520549
1343871,0.63787,43.5025,-0.3703,0.02403123991646887,-0.2869809827710549,0.31101222268752376
05D4ag,0.63823,333.448,-18.1653,-0.05852492914061341,0.30189531657001134,-0.36042024571062475
1337325,0.63866,35.135,-4.6525,-0.009483988833449086,-0.10056142385732401,0.09107743502387493
1334879,0.63936,52.4089,-28.2164,0.09623736006014229,0.04268622149507617,0.05355113856506612
05D2ec,0.6419,149.859,2.0136,0.08864440219972375,-0.007957942511498159,0.09660234471122191
1308568,0.64305,33.8732,-5.0525,-0.34753298922978604,0.2825532150044943,-0.6300862042342803
04D3cy,0.64364,214.552,52.6583,0.0543307399134338,0.1707143329376021,-0.11638359302416831
05D3ax,0.64363,214.823,52.6875,0.009701187968664877,0.16714725081238158,-0.1574460628437167
05D3lb,0.64763,214.382,53.1679,0.049224100337235024,0.14828392745933888,-0.09905982712210386
1338266,0.64846,34.905,-5.8691,0.2555192336426063,0.025237352939181,0.2302818807034253
05D3kt,0.64863,214.974,52.743,0.0036567638176805,0.21530174419057393,-0.21164498037289342
1334707,0.64964,51.7764,-28.6278,-0.06673142180964316,-0.409637164047718,0.34290574223807485
04D1sk,0.66207,36.0949,-4.3536,0.1466678692383201,0.10766395942781826,0.039003909810501836
05D3hs,0.66463,215.307,52.9038,-0.05781117174284245,-0.06649923028209967,0.00868805853925722
05D3mh,0.67065,214.749,52.6676,0.17069869591408904,0.3609378838055002,-0.19023918789141114
03D1co,0.67767,36.5677,-4.9351,0.2671766816091824,0.08967830572043892,0.17749837588874348
05D2bt,0.68195,150.418,2.5662,-0.1676172004530792,0.03795794206986569,-0.2055751425229449
06D3cc,0.68365,214.382,52.9125,0.19472156738804408,0.18675556106030344,0.007966006327740638
04D4ic,0.68517,333.591,-17.9435,0.10995903962102774,0.16178331109046218,-0.05182427146943444
05D1ke,0.68867,36.6929,-4.8625,-0.19037422853295077,0.12120837301272303,-0.3115826015456738
1262715,0.68937,53.37,-28.4427,-0.1837026621658887,-0.19232386994698303,0.00862120778109432
1262214,0.68937,53.5027,-28.6602,0.028087096433068136,-0.07693697590592236,0.1050240723389905
06D3em,0.69065,214.848,53.023,0.0028466577635052337,0.5432619916889876,-0.5404153339254824
03D4cz,0.69316,334.174,-17.9263,0.0065537497931636435,-0.08158050231787217,0.08813425211103582
04D4ib,0.69716,334.174,-18.1051,-0.11261591479850033,-0.2636755502171835,0.15105963541868314
06D4ba,0.69816,333.899,-18.2291,-0.09023215365495214,0.19904640762322756,-0.2892785612781797
05D4bj,0.69916,333.749,-18.1334,-0.050269091986325225,0.11925105283744253,-0.16952014482376776
05D4cq,0.69916,333.54,-18.2267,-0.0016931742705184605,-0.24795131774057588,0.24625814347005742
1335718,0.69933,52.3094,-28.3854,0.03652892157989299,-0.23603499753343965,0.27256391911333266
05D2ck,0.69997,150.188,2.5729,0.24287947961199122,-0.026979510716174437,0.2698589903281656
04D1si,0.70064,36.2033,-4.569,-0.09797611752827656,-0.06882779211334322,-0.02914832541493334
04D4hu,0.70115,333.901,-17.8389,0.05721498949492032,-0.09025754617544571,0.14747253567036603
04D2iu,0.70197,150.305,2.415,-0.005865865839381021,0.5529614150730795,-0.5588272809124605
05D2le,0.70198,150.479,2.0929,0.0017571867710616598,-0.005738910413411735,0.007496097184473395
05D3gv,0.71565,215.247,53.1789,-0.03107147586900883,-0.06317776361630387,0.032106287747295036
05D3jh,0.71867,214.356,52.6188,-0.19306344283684318,-0.20863447640373145,0.01557103356688827
1331993,0.71962,35.9718,-4.4593,0.057713452398663614,-0.14541369714851596,0.2031271495471796
04D1aj,0.71964,36.4748,-4.9946,-0.11615666119397175,0.3313989283533907,-0.4475555895473624
05D4ev,0.72013,333.377,-17.7008,0.1460939871328346,-0.14955475511144012,0.29564874224427473
06D3gh,0.72067,214.631,52.4429,-0.0496823419498357,0.05110064539156049,-0.1007829873413962
06D3do,0.72667,214.247,52.8825,-0.048633762629583785,-0.017257484150127976,-0.03137627847945581
06D3bz,0.72767,214.292,53.0248,-0.06121858485633591,-0.10017870896193436,0.038960124105598445
1304127,0.72861,35.1805,-6.9511,-0.16901810850766733,-0.26325762362261607,0.09423951511494874
06D4bw,0.73012,333.766,-17.8835,-0.1952019812993356,0.0653573967963616,-0.2605593780956972
1329166,0.73163,52.3035,-28.9116,0.07073216194630022,-0.22198794364563984,0.29272010559194006
04D1pp,0.73362,36.302,-4.7016,-0.07209048925005396,-0.23439013315240212,0.16229964390234816
04D2gp,0.734,149.835,2.5089,0.15449334033011347,-0.04612084868568981,0.20061418901580327
05D2fq,0.73501,149.785,2.602,0.09224388163582843,-0.2431186172335185,0.33536249886934694
05D1eo,0.73562,36.3464,-4.6427,0.14523321043567453,-0.1130881286316276,0.25832133906730215
05D2ct,0.73602,150.426,2.1238,0.0771585056696071,0.16899621674080378,-0.09183771107119669
05D3jk,0.73668,214.198,52.5925,-0.18660849598166257,-0.1286311379238669,-0.057977358057795664
04D2ja,0.74202,149.702,1.7717,0.2921936199700928,-0.236242277346017,0.5284358973161098
04D3fq,0.74269,214.241,52.3795,-0.021382148459744323,0.13384610201513508,-0.1552282504748794
05D3jb,0.74566,215.542,52.8781,-0.020298532360550764,-0.16901411949624245,0.1487155871356917
04D2kr,0.74613,150.156,1.7119,-0.18908959268955072,-0.13115078062989552,-0.057938812059655204
04D4im,0.7491,333.754,-17.396,-0.24071700635998142,-0.14227055519941728,-0.09844645116056414
1285160,0.74932,52.3989,-28.6476,0.016004501809759764,-0.21016307714469162,0.2261675789544514
04D3ks,0.75068,215.64,52.1852,-0.2664104718252639,0.3057263912561292,-0.5721368630813931
05D2nt,0.75904,150.243,2.3727,0.01755954494035035,-0.21033923364518822,0.2278987785855386
05D3mn,0.76069,214.689,52.3231,-0.08448487612696408,-0.1156911899388581,0.031206313811894024
05D4cn,0.76108,333.381,-17.2888,-0.028511856972924313,-0.18113143397006626,0.15261957699714196
05D1if,0.76159,36.1239,-4.5703,-0.045454071143910105,-0.07390085371194263,0.028446782568032528
04D1qd,0.7656,36.6378,-4.1072,0.07265469919940634,-0.0817738548523152,0.15442855405172154
04D1de,0.7666,36.6496,-4.4226,0.1791886706475682,-0.17376580953070614,0.35295448017827435
05D3hh,0.76668,214.792,52.9593,0.17279203438053525,-0.011481606233104125,0.18427364061363938
04D4id,0.76707,334.089,-17.229,0.31249646284235433,-0.3028215829469784,0.6153180457893328
04D1pc,0.7686,36.6037,-4.3994,0.17587430664091427,0.09776424621434276,0.07811006042657151
1329196,0.76933,53.0758,-28.9065,0.003801464770512686,-0.15912962532769248,0.16293109009820517
05D4bi,0.77308,333.986,-17.9861,0.0958711503293751,-0.1821017732321941,0.2779729235615692
1325358,0.77931,52.2841,-28.9516,-0.15212251746763,0.19114686499832934,-0.34326938246595934
05D4cs,0.78806,334.324,-17.8802,0.00017274829371922984,-0.04296354821263071,0.04313629650634994
03D4fd,0.78905,334.06,-17.3956,0.13093250627594893,-0.16964532158491225,0.3005778278608612
1309749,0.78929,52.5384,-27.3174,-0.07201885597028237,-0.25146688926653105,0.17944803329624867
04D1ks,0.79656,36.0396,-4.9787,-0.31449494566764574,0.2885975873013369,-0.6030925329689827
03D1fq,0.79858,36.7319,-4.3022,0.25668424712846133,0.15794409657886277,0.09874015054959856
Elvis,0.83973,189.451,62.2265,0.059167895391270854,0.1278152165809273,-0.06864732118965644
Spock,0.83973,189.277,62.2533,-0.11999577507787941,0.11801037610533031,-0.23800615118320972
Manipogo,0.85474,189.145,62.2636,0.2915966608311261,0.0037767876914394927,0.2878198731396866
Vilas,0.93577,189.371,62.1911,-0.2551503243412384,0.08532839687492405,-0.34047872121616246
Ombo,0.97424,53.1056,-27.7508,-0.06171652349358568,-0.35239497132619435,0.29067844783260866
SCP05D0,1.01236,35.4253,-3.3648,-0.08699176889754537,-0.20302902322144628,0.11603725432390091
Eagle,1.0198,189.337,62.2282,-0.01396499430904398,-0.0898273763435761,0.07586238203453212
Ferguson,1.02081,189.105,62.2566,-0.29191566990355466,0.399247738448786,-0.6911634083523407
Strolger,1.02781,189.086,62.1807,0.12911356203502697,-0.2430451983204463,0.37215876035547324
SCP06U4,1.04819,356.373,-36.546,0.10570946908900117,-0.2694236553559728,0.37513312444497393
Gabi,1.12085,189.058,62.2021,-0.056872284624350206,0.08772125308562806,-0.14459353770997826
SCP06H5,1.23223,218.626,34.4492,-0.27074274039605895,0.15410047607643185,-0.4248432164724908
Lancaster,1.23589,189.236,62.2148,0.2561629303774964,-0.005752691810009446,0.2619156221875058
Aphrodite,1.29912,53.1563,-27.7796,0.0033610019675383573,0.03336586811617015,-0.030004866148631792
Thoth,1.30412,53.1033,-27.7716,-0.096866739149112,-0.21583289947281378,0.11896616032370179
Inanna,1.30612,53.1847,-27.9184,0.3166194972326805,0.06280513010320887,0.25381436712947164
SCP05D6,1.31311,35.4437,-3.3823,-0.019949152082146305,-0.22848218678799062,0.2085330347058443
washington,1.32911,53.0869,-27.8282,0.004354308535072848,-0.11215189781492985,0.1165062063500027
Borg,1.34093,189.288,62.1914,-0.06000271139703604,0.19675092236412553,-0.25675363376116156
SCP06G4,1.35134,217.328,34.6437,-0.27409086883190614,-0.32519684392980464,0.05110597509789849
Mcguire,1.3561,53.0418,-27.8305,0.0653094133007552,-0.18485136718988573,0.25016078049064094
Sasquatch,1.39096,189.225,62.1397,0.09103442816405244,0.2327631820962926,-0.14172875393224016
SCP06K0,1.41631,219.535,34.2384,-0.17143045881100516,0.15453571328919913,-0.3259661721002043
carter,1.54295,150.061,2.1924,-0.17728889277654053,0.33414193565332573,-0.5114308284298663
Primo,1.54903,53.1584,-27.7775,0.07035553380359946,-0.9825807991368665,1.052936332940466
rutledge,1.61499,215.2,53.0728,-0.04546025276762656,-0.3735857493298306,0.328125496562204
geta,1.69702,322.35,0.1402,-0.09232843250402609,0.5861526630196212,-0.6784810955236473
stone,1.80111,189.32,62.2782,0.022994538889029408,0.19454128153465255,-0.17154674264562314
wilson,1.9116,34.4431,-5.2566,0.10115026871749414,-0.2182005000346537,0.31935076875214785
colfax,2.2613,189.157,62.3092,0.03315433921309928,0.48861447721873685,-0.45546013800563756
